Front,Back,Week,Status,Frequency,PartOfSpeech
German for: on (উপর বা চালু),auf | plural: — | IPA: ˈaʊf | Die Kinder spielen auf der Straße. | The children play on the street. | বাংলা সহায়তা: “উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,1,active,very common,preposition
German for: same (একই),gleich | plural: — | IPA: ɡlˈaɪç | Das ist mir gleich. | It’s all the same to me. | বাংলা সহায়তা: “একই” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: same (একই),gleich | plural: — | IPA: ɡlˈaɪç | Das ist der gleiche Preis. | That is the same price. | বাংলা সহায়তা: “একই” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: now (এখন),gleich | plural: — | IPA: ɡlˈaɪç | Ich komme gleich. | I’ll be right there. | বাংলা সহায়তা: “এখন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: happily (আনন্দের সঙ্গে),glücklich | plural: — | IPA: ɡlˈʏklɪç | Meine Kinder sind glücklich verheiratet. | My children are happily married. | বাংলা সহায়তা: “আনন্দের সঙ্গে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: tall (লম্বা),groß | plural: — | IPA: ɡɾˈoːs | Mein Bruder und ich sind gleich groß. | My brother and I are the same height. | বাংলা সহায়তা: “লম্বা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: large (বড়),groß | plural: — | IPA: ɡɾˈoːs | Frankfurt ist eine große Stadt. | Frankfurt is a large town. | বাংলা সহায়তা: “বড়” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: valid (বৈধ),gültig | plural: — | IPA: ɡˈʏltɪç | Der Pass ist nicht mehr gültig. | The passport is no longer valid. | বাংলা সহায়তা: “বৈধ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: cheap (সস্তা),günstig | plural: — | IPA: ɡˈʏnstɪç | Dort gibt es günstige Angebote. | There are cheap offers there. | বাংলা সহায়তা: “সস্তা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: … (প্রাসঙ্গিক বাক্যাংশ),gut | plural: — | IPA: ɡˈuːt | Ein gutes neues Jahr! | Happy new year! | বাংলা সহায়তা: “প্রাসঙ্গিক বাক্যাংশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: … (প্রাসঙ্গিক বাক্যাংশ),gut | plural: — | IPA: ɡˈuːt | Guten Appetit! | Bon appetit! | বাংলা সহায়তা: “প্রাসঙ্গিক বাক্যাংশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: light (জ্বালানো),hell | plural: — | IPA: hˈɛl | Im Sommer ist es bis 21 Uhr hell. | In summer it is light until 9 pm. | বাংলা সহায়তা: “জ্বালানো” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: … (প্রাসঙ্গিক বাক্যাংশ),herzlich | plural: — | IPA: hˈɛɾtslɪç | Herzlichen Glückwunsch! | Congratulations! | বাংলা সহায়তা: “প্রাসঙ্গিক বাক্যাংশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: here (এখানে),"hier | plural: — | IPA: hˈiːɾ | Hier ist 06131-553221, Pamela Linke. | This is 06131-553221, Pamela Linke. | বাংলা সহায়তা: “এখানে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",6,recognition,common,adjective/adverb/other
German for: here (এখানে),hier | plural: — | IPA: hˈiːɾ | Hier wohne ich. | I live here. | বাংলা সহায়তা: “এখানে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: at/in the back (পেছনে),hinten | plural: — | IPA: hˈɪntən | Die Tür zum Aussteigen ist hinten. | The exit door is at the back. | বাংলা সহায়তা: “পেছনে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: high (উচ্চ),"hoch | plural: — | IPA: hˈoːx | Der Mount Everest ist 8.880 Meter hoch. | Mount Everest is 8,880 metres high. | বাংলা সহায়তা: “উচ্চ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",6,recognition,common,adjective/adverb/other
German for: I (আমি),ich | plural: — | IPA: ˈɪç | Ich heiße Veronika. | I’m called Veronika. | বাংলা সহায়তা: “আমি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: him/her (তার),ihm/ihr | plural: — | IPA: ˈiːm iːɾ | Gib ihm/ihr bitte das Buch. | Please give the book to him/her. | বাংলা সহায়তা: “তার” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: him (তার),"ihn | plural: — | IPA: ˈiːn | Ruf ihn bitte an. | Call him, please. | বাংলা সহায়তা: “তার” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",6,recognition,common,adjective/adverb/other
German for: always (সবসময়),immer | plural: — | IPA: ˈɪmɜ | Frau Bast kommt immer zu spät. | Ms Bast is always late. | বাংলা সহায়তা: “সবসময়” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: international (আন্তর্জাতিক),"international | plural: — | IPA: ˌɪntɜnˌatsɪˌoːnˈɑːl | Unser Deutschkurs ist international: Silvana kommt aus Italien, Conchi aus Spanien, Yin aus China ... | Our German course is international: Silvana comes from Italy, Conchi from Spain, Yin from China, … | বাংলা সহায়তা: “আন্তর্জাতিক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",6,recognition,common,adjective/adverb/other
German for: yes (হ্যাঁ),ja | plural: — | IPA: jˈɑː | Sind Sie Herr Watanabe? / Ja. | Are you Mr Watanabe? / Yes. | বাংলা সহায়তা: “হ্যাঁ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: every (প্রতি),jed- | plural: — | IPA: jˈeːt | Blumen kannst du in jedem Bahnhof kaufen. | You can buy flowers at every station. | বাংলা সহায়তা: “প্রতি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: now (এখন),jetzt | plural: — | IPA: jˈɛtst | Jetzt machen wir eine Pause. | Now we will take a break. | বাংলা সহায়তা: “এখন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: young (যুবক),jung | plural: — | IPA: jˈʊŋ | Claudia ist 21. / Was? Noch so jung? | Claudia is 21. / What? Still so young? | বাংলা সহায়তা: “যুবক” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,6,recognition,common,adjective/adverb/other
German for: arm (বাহু); include article and plural,Arm | plural: -e | IPA: dɛɾ ˈaɾm | Mein Arm tut weh. | My arm hurts. | বাংলা সহায়তা: “বাহু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: doctor (ডাক্তার); include article and plural,"Arzt | plural: -Ä, e | IPA: dɛɾ ˈaɾtst | Morgen habe ich einen Termin bei meiner Ärztin. | Tomorrow I have an appointment with my doctor. | বাংলা সহায়তা: “ডাক্তার” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,noun
German for: stomach (পেট); include article and plural,Bauch | plural: — | IPA: dɛɾ bˈaʊx | Seit gestern tut mir der Bauch weh. | My stomach has been hurting since yesterday. | বাংলা সহায়তা: “পেট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: leg (পা); include article and plural,Bein | plural: -e | IPA: das bˈaɪn | Mein rechtes Bein tut weh. | My right leg hurts. | বাংলা সহায়তা: “পা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: doctor (ডাক্তার); include article and plural,Doktor | plural: — | IPA: dɛɾ dˈɔktoːɾ | Meine Tochter ist krank. Wir gehen zum Doktor. | My daughter is sick. We are going to the doctor. | বাংলা সহায়তা: “ডাক্তার” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: to help (সহায়ক তথ্য),"helfen | plural: — | IPA: hˈɛlfən | Können Sie mir helfen, bitte? | Can you help me, please? | বাংলা সহায়তা: “সহায়ক তথ্য” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,verb
German for: help (সহায়ক তথ্য); include article and plural,Hilfe | plural: — | IPA: diː hˈɪlfə | Hilfe! Bitte helfen Sie mir! | Help! Please help me! | বাংলা সহায়তা: “সহায়ক তথ্য” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: help (সহায়ক তথ্য); include article and plural,Hilfe | plural: — | IPA: diː hˈɪlfə | Brauchen Sie meine Hilfe? | Do you need my help? | বাংলা সহায়তা: “সহায়ক তথ্য” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: head (মাথা); include article and plural,Kopf | plural: — | IPA: dɛɾ kˈɔpf | Mein Kopf tut weh! | My head hurts! | বাংলা সহায়তা: “মাথা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: ill (অসুস্থ),"krank | plural: — | IPA: kɾˈaŋk | Ich kann heute nicht zur Arbeit kommen, ich bin krank und liege im Bett. | I can’t come to work today, I’m ill in bed. | বাংলা সহায়তা: “অসুস্থ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,adjective/adverb/other
German for: police (পুলিশ); include article and plural,Polizei | plural: — | IPA: diː pˌoːliːtsˈaɪ | Holen Sie die Polizei! | Fetch the police! | বাংলা সহায়তা: “পুলিশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: sick (অসুস্থ),schlecht | plural: — | IPA: ʃlˈɛçt | Mir ist schlecht! | I am sick. | বাংলা সহায়তা: “অসুস্থ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: headache (মাথাব্যথা); include article and plural,Kopfschmerz | plural: -en | IPA: dɛɾ kˈɔpfʃmɜts | Das ist der Kopfschmerz. | This is the headache. | এটি মাথাব্যথা।,7,active,very common,noun
German for: sore throat (গলাব্যথা); include article and plural,Halsschmerz | plural: -en | IPA: dɛɾ hˈalsçmɜts | Das ist der Halsschmerz. | This is the sore throat. | এটি গলাব্যথা।,7,active,very common,noun
German for: cough (কাশি); include article and plural,der Husten | plural: - | IPA: dɛɾ hˈʊstən | Wir benutzen heute „der Husten“. | Today we use “cough”. | আজ আমরা “কাশি” অর্থটি ব্যবহার করি।,7,active,very common,noun
German for: cold (সর্দি); include article and plural,der Schnupfen | plural: - | IPA: dɛɾ ʃnˈʊpfən | Wir benutzen heute „der Schnupfen“. | Today we use “cold”. | আজ আমরা “সর্দি” অর্থটি ব্যবহার করি।,7,active,very common,noun
German for: fever (জ্বর); include article and plural,das Fieber | plural: - | IPA: das fˈiːbɜ | Wir benutzen heute „das Fieber“. | Today we use “fever”. | আজ আমরা “জ্বর” অর্থটি ব্যবহার করি।,7,active,very common,noun
German for: tablet (ওষুধের বড়ি); include article and plural,Tablette | plural: -n | IPA: diː tˈablɛtə | Das ist die Tablette. | This is the tablet. | এটি ওষুধের বড়ি।,7,active,very common,noun
German for: prescription (প্রেসক্রিপশন); include article and plural,Rezept | plural: -e | IPA: das reːtsˈɛpt | Das ist das Rezept. | This is the prescription. | এটি প্রেসক্রিপশন।,7,active,very common,noun
German for: health insurance (স্বাস্থ্যবিমা); include article and plural,Krankenversicherung | plural: -en | IPA: diː kɾˌankənfɛɾzˈɪçərˌʊŋ | Das ist die Krankenversicherung. | This is the health insurance. | এটি স্বাস্থ্যবিমা।,7,active,very common,noun
German for: emergency call (জরুরি কল); include article and plural,Notruf | plural: -e | IPA: dɛɾ nˈɔtɾuːf | Das ist der Notruf. | This is the emergency call. | এটি জরুরি কল।,7,active,very common,noun
German for: accident (দুর্ঘটনা); include article and plural,Unfall | plural: Unfälle | IPA: dɛɾ ˈʊnfˌal | Das ist der Unfall. | This is the accident. | এটি দুর্ঘটনা।,7,active,very common,noun
German for: fire brigade (দমকল বাহিনী); include article and plural,Feuerwehr | plural: -en | IPA: diː fˈɔøɜvˌeːɾ | Das ist die Feuerwehr. | This is the fire brigade. | এটি দমকল বাহিনী।,7,active,very common,noun
German for: ambulance (অ্যাম্বুলেন্স); include article and plural,Rettungswagen | plural: - | IPA: dɛɾ rˈɛtʊŋsvˌɑːɡən | Das ist der Rettungswagen. | This is the ambulance. | এটি অ্যাম্বুলেন্স।,7,active,very common,noun
German for: police (পুলিশ); include article and plural,die Polizei | plural: - | IPA: diː pˌoːliːtsˈaɪ | Wir benutzen heute „die Polizei“. | Today we use “police”. | আজ আমরা “পুলিশ” অর্থটি ব্যবহার করি।,7,active,very common,noun
German for: help (সাহায্য); include article and plural,die Hilfe | plural: - | IPA: diː hˈɪlfə | Wir benutzen heute „die Hilfe“. | Today we use “help”. | আজ আমরা “সাহায্য” অর্থটি ব্যবহার করি।,7,active,very common,noun
German for: unconscious (অচেতন),bewusstlos | plural: — | IPA: bəvˈʊsʃtloːs | Wir benutzen heute „bewusstlos“. | Today we use “unconscious”. | আজ আমরা “অচেতন” অর্থটি ব্যবহার করি।,7,active,very common,adjective
German for: injured (আহত),verletzt | plural: — | IPA: fɛɾlˈɛtst | Wir benutzen heute „verletzt“. | Today we use “injured”. | আজ আমরা “আহত” অর্থটি ব্যবহার করি।,7,active,very common,adjective
German for: to be (হওয়া),sein | plural: — | IPA: zˈaɪn | Mir ist kalt. | I'm cold. | বাংলা সহায়তা: “হওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to be (হওয়া),sein | plural: — | IPA: zˈaɪn | Ich bin dreiundzwanzig. | I am twenty three. | বাংলা সহায়তা: “হওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to be on (হওয়া উপর বা চালু),an sein | plural: — | IPA: ˈan zaɪn | Das Licht ist noch an. | The light is still on. | বাংলা সহায়তা: “হওয়া উপর বা চালু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to be open (খোলা থাকা),auf sein | plural: — | IPA: ˈaʊf zaɪn | Das Fenster ist noch auf. | The window is still open. | বাংলা সহায়তা: “খোলা থাকা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to be gone (হওয়া অতীত),weg sein | plural: — | IPA: vˈeːk zaɪn | Herr Meier ist schon weg. | Mr Meier is already gone. | বাংলা সহায়তা: “হওয়া অতীত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to be closed (হওয়া বন্ধ),zu sein | plural: — | IPA: tsˈuː zaɪn | Die Tür ist zu. | The door is closed. | বাংলা সহায়তা: “হওয়া বন্ধ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: independent (নিরপেক্ষ),selbstständig | plural: — | IPA: zˈɛlpstʃtˌɛndɪç | Er ist selbstständig. | He is independent. | বাংলা সহায়তা: “নিরপেক্ষ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: yourself (স্বয়ং),sich | plural: — | IPA: zˈɪç | Sie müssen sich erst anmelden. | You must register yourself first. | বাংলা সহায়তা: “স্বয়ং” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: she (সে),sie | plural: — | IPA: zˈiː | Wie heißt sie? | What is she called? | বাংলা সহায়তা: “সে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: you (polite) (আপনি),"Sie | plural: — | IPA: zˈiː | Wie heißen Sie, bitte? | What are you called, please? | বাংলা সহায়তা: “আপনি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,noun/phrase
German for: to sit (বসা),sitzen | plural: — | IPA: zˈɪtsən | Wo sitzen Sie? | Where are you sitting? | বাংলা সহায়তা: “বসা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: like this (অনুরূপ এই),so | plural: — | IPA: zˈoː | Sie müssen das so machen! | You must do it like this! | বাংলা সহায়তা: “অনুরূপ এই” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: so (সুতরাং),so | plural: — | IPA: zˈoː | Fahren Sie bitte nicht so schnell! | Please don’t drive so fast! | বাংলা সহায়তা: “সুতরাং” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: as (যত),so | plural: — | IPA: zˈoː | Meine Frau ist so groß wie ich. | My wife is as tall as me. | বাংলা সহায়তা: “যত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: so (সুতরাং),"so | plural: — | IPA: zˈoː | So, das war's/wär's! | So, that's it! | বাংলা সহায়তা: “সুতরাং” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,adjective/adverb/other
German for: sofa (sofa (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)); include article and plural,Sofa | plural: — | IPA: das zˈoːfɑː | Das Sofa ist neu. | The sofa is new. | বাংলা সহায়তা: “sofa (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: immediately (তাৎ‍ক্ষণিকভাবে),sofort | plural: — | IPA: zoːfˈɔɾt | Bitte antworten Sie sofort. | Please answer immediately. | বাংলা সহায়তা: “তাৎ‍ক্ষণিকভাবে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: son (পুত্র); include article and plural,"Sohn | plural: -ö, e | IPA: dɛɾ zˈoːn | Das ist Hans, mein Sohn. | That is Hans, my son. | বাংলা সহায়তা: “পুত্র” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,noun
German for: should (উচিত),sollen | plural: — | IPA: zˈɔlən | Soll ich kommen? | Should I come? | বাংলা সহায়তা: “উচিত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: should (উচিত),sollen | plural: — | IPA: zˈɔlən | Was soll ich mitbringen? | What should I bring with me? | বাংলা সহায়তা: “উচিত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: late (দেরি),"spät | plural: — | IPA: ʃpˈɛːt | Es ist schon spät, ich muss gehen. | It is already late, I need to go. | বাংলা সহায়তা: “দেরি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,adjective/adverb/other
German for: later (পরে),später | plural: — | IPA: ʃpˈɛːtɜ | Das können wir später machen. | We can do that later. | বাংলা সহায়তা: “পরে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: menu (মেনু); include article and plural,"Speisekarte | plural: — | IPA: diː ʃpˈaɪzeːkˌaɾtə | Bringen Sie mir die Speisekarte, bitte. | Bring me the menu, please. | বাংলা সহায়তা: “মেনু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,noun
German for: to play (প্লে),spielen | plural: — | IPA: ʃpˈiːlən | Die Kinder spielen draußen. | The children are playing outside. | বাংলা সহায়তা: “প্লে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to play (প্লে),spielen | plural: — | IPA: ʃpˈiːlən | Spielen Sie Karten? | Do you play cards? | বাংলা সহায়তা: “প্লে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to be (written) (হওয়া),"stehen | plural: — | IPA: ʃtˈeːən | Ich glaube es nicht, aber es steht in der Zeitung. | I don’t believe it, but it says so in the paper. | বাংলা সহায়তা: “হওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,verb
German for: to be (located) (হওয়া),stehen | plural: — | IPA: ʃtˈeːən | Der Bus steht schon an der Haltestelle. | The bus is already at the stop. | বাংলা সহায়তা: “হওয়া” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to put (রাখা),stellen | plural: — | IPA: ʃtˈɛlən | Stell die Tasche rechts in die Ecke! | Put your bag on the right in the corner. | বাংলা সহায়তা: “রাখা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: floor (of a building) (মেঝে); include article and plural,Stock | plural: — | IPA: dɛɾ ʃtˈɔk | Unsere Wohnung liegt im ersten Stock. | Our flat is on the first floor. | বাংলা সহায়তা: “মেঝে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: tram (ট্রাম); include article and plural,Straßenbahn | plural: — | IPA: diː ʃtɾˈɑsənbˌɑːn | Wo fährt die Straßenbahn ab? | From where does the tram depart? | বাংলা সহায়তা: “ট্রাম” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: to study (অধ্যয়ন),studieren | plural: — | IPA: ʃtuːdˈiːrən | Ich studiere in Mainz. | I study in Mainz. | বাংলা সহায়তা: “অধ্যয়ন” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: degree course (ডিগ্রী বিষয়); include article and plural,Studium | plural: — | IPA: das ʃtˈuːdiːˌʊm | Das Studium beginnt im Oktober. | The degree course begins in October. | বাংলা সহায়তা: “ডিগ্রী বিষয়” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: to look / search for (দেখা),suchen | plural: — | IPA: zˈuːxən | Suchst du etwas? | Are you looking for something? | বাংলা সহায়তা: “দেখা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to dance (নৃত্য),tanzen | plural: — | IPA: tˈantsən | Tanzen Sie gern? | Do you like to dance? | বাংলা সহায়তা: “নৃত্য” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: bag (থলি); include article and plural,Tasche | plural: -n | IPA: diː tˈaʃə | Ich habe die Schlüssel in der Tasche. | I have the key in the bag. | বাংলা সহায়তা: “থলি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: taxi (ট্যাক্সি); include article and plural,Taxi | plural: -s | IPA: das tˈaksiː | Es gibt heute keinen Bus mehr. Er fährt mit dem Taxi. | There are no more buses today. He is travelling by taxi. | বাংলা সহায়তা: “ট্যাক্সি” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: part (অংশ); include article and plural,Teil | plural: -e | IPA: dɛɾ tˈaɪl | Lies bitte auch den zweiten Teil. | Please also read the second part. | বাংলা সহায়তা: “অংশ” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: test (টেস্ট); include article and plural,Test | plural: — | IPA: dɛɾ tˈɛst | Der Test war einfach. | The test was simple. | বাংলা সহায়তা: “টেস্ট” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: expensive (মূল্যবান),teuer | plural: — | IPA: tˈɔøɜ | Das ist mir zu teuer. | That is too expensive for me. | বাংলা সহায়তা: “মূল্যবান” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: text (লেখা); include article and plural,Text | plural: -e | IPA: dɛɾ tˈɛkst | Lesen Sie bitte diesen Text. | Please read this text. | বাংলা সহায়তা: “লেখা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: topic (বিষয়বস্তু); include article and plural,Thema | plural: — | IPA: das tˈeːmɑː | Wir sprechen heute über das Thema „Essen und Trinken“. | Today we are talking about the topic “Food and Drink”. | বাংলা সহায়তা: “বিষয়বস্তু” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: daughter (কন্যা); include article and plural,Tochter | plural: -ö | IPA: diː tˈɔxtɜ | Das ist meine Tochter Katharina. | That is my daughter Katharina. | বাংলা সহায়তা: “কন্যা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: toilet (toilet (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)); include article and plural,"Toilette | plural: -en | IPA: diː tˈoːiːlˌɛtə | Wo ist die Toilette, bitte? | Where is the toilet, please? | বাংলা সহায়তা: “toilet (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।",7,active,very common,noun
German for: tomato (টমেটো); include article and plural,Tomate | plural: -n | IPA: diː toːmˈɑːtə | Die Tomate ist noch grün. | The tomato is still green. | বাংলা সহায়তা: “টমেটো” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: dead (মৃত),tot | plural: — | IPA: tˈoːt | Sein Vater ist schon lange tot. | His father has been dead for a long time. | বাংলা সহায়তা: “মৃত” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: to meet (েদখা করা),(sich) treffen | plural: — | IPA: tɾˈɛfən | Ich treffe in der Stadt einen Kollegen. | I am meeting a colleague in town. | বাংলা সহায়তা: “েদখা করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to meet (েদখা করা),(sich) treffen | plural: — | IPA: tɾˈɛfən | Wir treffen uns immer freitags. | We always meet on Fridays. | বাংলা সহায়তা: “েদখা করা” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: stairs (stairs (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)); include article and plural,Treppe | plural: -n | IPA: diː tɾˈɛpə | Die Toilette? Die Treppe hoch und dann links. | The toilet? Up the stairs and then left. | বাংলা সহায়তা: “stairs (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,noun
German for: ... (... (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)),tschüss | plural: — | IPA: tʃˈʏs | Junge Leute sagen meistens „tschüss!“ und nicht „auf Wiedersehen“. | Young people mostly say “tschüss!” and not “auf Wiedersehen”. | বাংলা সহায়তা: “... (ইংরেজি অর্থটি সহায়ক হিসেবে রাখা হয়েছে)” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
German for: to do (কর),tun | plural: — | IPA: tˈuːn | Ich habe noch etwas zu tun. | I still have something to do. | বাংলা সহায়তা: “কর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: to do (কর),tun | plural: — | IPA: tˈuːn | Was tut Ihr Mann? | What does your husband do? | বাংলা সহায়তা: “কর” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,verb
German for: across (অপর পারে),über | plural: — | IPA: ˈʏbɜ | Gehen Sie hier über die Straße. | Go across the street here. | বাংলা সহায়তা: “অপর পারে” অর্থটি এই বাক্যে ব্যবহৃত হয়েছে।,7,active,very common,adjective/adverb/other
